"length","weight","sex","maturity"
28,167.1,"F","4"
34,284,"F","2"
40,468.8,"F","3"
26,131.2,"F","2"
39,339.3,"F","2"
40,494.1,"F","4"
32,221.5,"F","2"
27,153.4,"M","3"
33,234.2,"F","4"
25,133.4,"M","1"
33,298.4,"M","1"
35,287.8,"F","2"
19,46.6,"F","3"
22,77.8,"F","2"
38,449.4,"F","4"
38,409.3,"F","1"
27,164.8,"F","2"
37,343.6,"M","2"
41,515,"M","1"
31,192,"F","2"
39,293.3,"M","1"
21,79.6,"M","3"
35,255,"F","4"
28,133.1,"F","3"
38,404.5,"F","4"
32,236,"M","4"
38,340.2,"F","1"
33,276.7,"F","4"
28,168,"F","2"
36,323.7,"F","2"
29,174.8,"M","2"
37,330.2,"M","1"
28,174.9,"F","3"
42,436.5,"M","3"
27,139.7,"F","3"
41,486.4,"F","3"
26,108.1,"M","2"
39,479.7,"F","1"
8,4.3,"M","2"
30,157.6,"F","2"
28,148.9,"F","2"
28,154.6,"M","2"
28,195.8,"M","2"
27,168,"M","2"
36,301,"M","3"
17,36.8,"F","3"
41,505.3,"F","2"
16,29.9,"M","4"
35,328.3,"M","1"
18,47.2,"F","4"
21,64.7,"F","3"
33,226.6,"M","1"
18,47.8,"M","1"
20,76.1,"F","3"
32,193.4,"M","2"
35,308.2,"F","1"
22,86.8,"F","3"
40,344.9,"F","1"
12,11.4,"F","4"
22,71.2,"M","1"
34,309.5,"F","3"
32,251.4,"M","1"
27,180.8,"F","1"
24,102.6,"F","4"
36,327.8,"M","1"
37,376.3,"M","1"
41,480.7,"M","2"
29,180.1,"M","2"
41,530.8,"F","3"
29,208.4,"F","2"
39,402.1,"M","4"
24,95.9,"F","4"
37,400.1,"M","3"
11,10.7,"F","3"
18,43.6,"M","2"
25,113.6,"M","3"
12,10.3,"F","2"
42,582.4,"M","1"
15,31.2,"F","4"
30,155.6,"F","3"
20,70.6,"M","4"
37,376.9,"F","1"
22,76.8,"F","2"
23,86.6,"F","4"
32,238,"M","1"
13,13.8,"F","1"
27,167.6,"F","3"
34,281.3,"F","2"
20,58.4,"F","2"
28,161.3,"M","4"
17,44.5,"F","4"
39,404.4,"M","2"
39,502.5,"M","2"
33,272.9,"M","3"
40,459.3,"M","1"
37,341.3,"M","2"
16,29.1,"M","4"
28,178.1,"F","3"
12,13.2,"M","4"
19,55,"M","1"
37,398.4,"F","1"
31,239.9,"F","2"
37,375.3,"F","2"
21,51.3,"M","1"
33,268.7,"F","2"
22,80.9,"F","4"
29,175.4,"F","2"
17,43.7,"M","2"
40,427.6,"F","1"
29,186.1,"M","4"
36,337.6,"F","3"
17,52.1,"M","3"
31,198.4,"F","1"
29,176.5,"M","4"
26,105,"F","4"
15,25.4,"M","3"
22,79.3,"M","3"
27,109.9,"F","2"
15,24.3,"M","1"
36,361,"M","2"
41,438.9,"M","2"
19,65.2,"F","3"
33,272.3,"M","2"
21,61.4,"F","1"
20,58.2,"F","1"
27,168.8,"M","3"
29,167.6,"F","3"
34,268.3,"F","4"
29,173.5,"M","4"
39,464.7,"F","1"
39,387.8,"F","4"
20,60.7,"M","4"
34,296.1,"M","1"
31,226.3,"F","1"
29,179.9,"M","2"
30,185.4,"M","2"
33,245.9,"M","1"
29,208,"M","4"
23,115.5,"F","2"
25,90.8,"M","1"
32,217,"F","1"
28,126.2,"F","1"
24,102.7,"M","2"
30,209.2,"M","2"
33,254.4,"M","2"
18,39.9,"M","2"
21,66.3,"F","3"
8,3.8,"M","2"
21,70,"F","3"
16,30.4,"F","2"
26,162.4,"M","4"
34,254.5,"F","3"
36,327.7,"M","3"
40,496.2,"M","3"
35,272.6,"F","4"
27,149.4,"M","4"
10,6.7,"M","4"
25,122.7,"M","1"
25,102.8,"F","3"
18,43.4,"M","1"
33,252.3,"M","2"
17,34.9,"M","1"
26,124.4,"F","3"
26,119.8,"F","2"
31,182.6,"F","2"
31,207.8,"M","2"
35,313.3,"M","3"
28,169.8,"F","3"
31,210,"F","3"
29,167.1,"M","3"
12,14.3,"F","3"
21,79.6,"M","3"
26,127.8,"F","1"
32,235.4,"M","4"
21,60,"M","3"
43,515.8,"F","1"
34,281.6,"M","2"
31,223.9,"F","2"
40,520.3,"F","2"
32,265.4,"F","2"
16,22.6,"F","2"
32,233.9,"F","4"
33,272.6,"M","4"
29,160.6,"F","4"
23,91,"F","3"
26,142.3,"F","2"
36,276.8,"F","4"
32,210.6,"F","3"
41,446.4,"F","1"
8,4.1,"M","4"
31,204.7,"M","2"
35,289.8,"M","4"
33,222.4,"F","4"
42,437.9,"F","4"
33,274,"M","3"
31,242.1,"M","1"
38,438.2,"M","1"
27,176.1,"M","1"
33,237.2,"M","3"
19,58.3,"M","3"
25,125,"M","2"
32,238,"F","4"
29,178.3,"M","4"
30,185.5,"M","4"
27,171.6,"F","1"
38,366,"M","2"
31,191.6,"M","2"
40,516,"F","3"
17,37.7,"M","3"
15,20.3,"M","1"
19,62.2,"F","2"
9,6.2,"M","3"
14,17.8,"M","4"
40,524.7,"F","1"
26,139.5,"F","4"
12,15.7,"M","1"
20,64.3,"M","2"
20,59.8,"M","4"
35,327.4,"F","1"
31,242,"F","3"
29,168.5,"M","4"
21,79.4,"M","3"
24,130.5,"M","2"
37,371.9,"M","3"
15,29.4,"M","4"
21,83.6,"M","4"
30,168.1,"M","4"
27,128.8,"M","4"
18,40.9,"F","2"
34,259.5,"F","3"
30,182.7,"M","1"
42,560.9,"F","1"
41,413.1,"F","1"
32,275.8,"M","3"
34,267.3,"M","1"
30,202.5,"M","4"
36,344.8,"F","3"
30,192.7,"M","2"
20,44.5,"M","4"
21,65,"F","3"
36,319.9,"M","3"
16,28.6,"F","4"
25,95,"F","4"
32,245.1,"M","1"
30,221,"M","4"
18,42.7,"F","4"
26,90.6,"M","2"
33,251.3,"M","3"
17,44.5,"F","3"
38,305.9,"M","4"
36,325.9,"M","4"
19,45.7,"M","3"
39,396.5,"F","3"
22,87.9,"M","2"
27,170.5,"F","3"
24,98.5,"F","4"
31,183.5,"M","1"
30,227,"F","1"
15,28.5,"M","2"
31,201.3,"F","3"
42,492.8,"M","3"
11,11.2,"F","4"
31,213.8,"M","4"
8,3.8,"M","1"
16,36.2,"F","2"
28,152.9,"M","1"
42,583.9,"M","4"
24,79.5,"F","1"
31,257.6,"F","3"
30,196.5,"M","1"
38,419,"F","1"
38,339.9,"M","1"
19,50.4,"F","4"
37,366,"F","2"
29,183.7,"F","3"
36,307.2,"F","3"
13,15.9,"F","4"
14,19.1,"F","4"
18,41.4,"F","1"
27,134.4,"F","1"
24,121.5,"M","1"
20,59.8,"F","3"
32,231.9,"F","4"
34,276,"M","2"
29,158.3,"M","1"
28,146.6,"M","2"
31,205.1,"M","3"
22,77.1,"M","1"
25,100.4,"F","1"
34,250.4,"M","3"
33,236.9,"M","4"
38,338.1,"M","4"
36,319.1,"F","2"
20,56.9,"M","3"
36,328,"F","3"
30,206.8,"M","1"
31,204.8,"M","1"
29,153.9,"F","4"
23,96.1,"M","3"
29,222.3,"F","1"
25,107.2,"F","3"
22,84.8,"F","4"
20,54.1,"F","1"
31,199.7,"M","4"
28,136,"F","1"
30,185.5,"F","1"
8,4.2,"F","2"
22,82.3,"F","4"
30,167.8,"F","4"
25,95.1,"F","1"
34,302.4,"M","2"
21,64.8,"M","3"
34,354.4,"M","3"
27,157.3,"M","2"
14,20,"M","3"
33,283.2,"F","1"
33,219.6,"M","3"
35,329.6,"M","2"
23,98.9,"F","4"
35,276.2,"M","3"
21,71.6,"M","1"
40,354.5,"F","2"
20,64.2,"F","4"
40,515.5,"M","4"
26,113.7,"M","3"
18,37.3,"M","2"
26,104,"M","1"
26,107,"M","3"
28,170.5,"F","1"
14,21,"F","1"
16,31.3,"M","4"
15,35.5,"F","2"
18,46.3,"M","1"
24,92.8,"M","1"
34,340.7,"M","3"
26,107,"M","3"
26,121.1,"M","3"
26,111.3,"M","3"
29,192,"F","2"
30,172.7,"F","4"
39,348.9,"M","3"
26,129,"M","4"
32,263.9,"M","3"
34,279.5,"F","1"
32,257.5,"F","3"
23,85.2,"F","1"
19,51.9,"M","4"
33,248.5,"M","1"
24,113.6,"M","4"
28,190.2,"F","2"
17,36.3,"F","4"
28,154.4,"M","4"
31,208.8,"F","2"
36,317.2,"F","2"
25,129.7,"F","3"
13,18,"M","2"
13,16,"M","2"
33,291.6,"M","3"
19,45.8,"M","1"
36,362.2,"F","3"
23,87.9,"M","1"
24,104.2,"M","1"
32,258.1,"F","3"
36,350.7,"F","3"
41,498.9,"F","4"
32,221.9,"M","2"
18,45,"F","4"
12,13.9,"F","3"
24,98.8,"F","4"
25,109.9,"F","3"
32,219.1,"M","1"
34,251.3,"M","2"
18,44.1,"F","3"
25,112.3,"F","3"
35,271.4,"F","2"
39,354.4,"F","1"
40,554.1,"F","1"
29,140.7,"M","4"
22,80,"M","3"
40,436.3,"F","4"
19,48.4,"F","3"
27,115.2,"M","2"
25,93.8,"F","4"
15,26.5,"M","1"
16,27.8,"M","1"
21,74.4,"M","3"
18,49.5,"F","3"
41,424.4,"F","3"
22,76.1,"F","1"
24,96.8,"F","1"
38,397.6,"F","4"
30,177.9,"F","3"
34,299.6,"F","2"
10,7.4,"M","4"
33,233.6,"M","3"
35,349.1,"M","4"
35,297.3,"M","4"
27,114,"M","4"
40,462.8,"F","3"
34,284.5,"F","4"
12,11.4,"M","2"
27,142.9,"M","3"
28,137.2,"M","1"
38,339.9,"M","1"
25,119.2,"M","4"
32,236.6,"F","4"
31,211.3,"F","2"
42,505.8,"M","4"
30,175.9,"F","1"
30,200.4,"M","2"
11,11,"M","3"
32,285.6,"M","4"
21,67,"M","1"
38,325.5,"F","1"
15,26.3,"M","2"
12,12.5,"M","1"
18,38.4,"F","3"
20,57.1,"M","1"
30,224.6,"F","4"
36,324.3,"F","2"
33,186.7,"M","4"
37,442,"F","3"
41,443.9,"M","2"
18,40.5,"M","2"
37,292.6,"M","4"
23,93.6,"M","1"
42,507.9,"M","3"
38,447.7,"F","4"
35,306,"F","2"
40,428.8,"F","3"
31,226.5,"F","3"
29,196.2,"F","3"
27,147,"F","1"
32,259.2,"M","2"
34,260.6,"F","4"
36,391.1,"F","1"
40,476.2,"F","4"
34,206.4,"M","2"
12,12.1,"F","3"
26,126.3,"F","2"
30,170.2,"M","2"
37,340,"M","4"
36,321.9,"F","4"
36,351.4,"M","3"
32,289.9,"F","3"
18,44.5,"F","2"
30,220.6,"M","2"
33,260.4,"F","1"
40,496.6,"F","2"
22,58,"M","2"
16,36.2,"M","3"
35,259.8,"F","2"
40,532,"F","3"
25,101.1,"M","2"
35,376.5,"M","4"
32,230.6,"F","1"
26,120.3,"M","4"
36,320.7,"M","4"
42,434.1,"F","3"
16,33.3,"F","1"
18,44,"M","4"
31,242.1,"M","4"
17,36.4,"F","1"
13,15.7,"M","2"
22,83.1,"M","1"
32,195.9,"F","1"
27,101.8,"F","1"
34,270.1,"M","2"
13,16.3,"M","1"
25,110.4,"F","4"
14,20,"F","4"
36,360.9,"F","4"
33,299.5,"M","3"
21,69.4,"F","2"
28,184.6,"F","4"
27,139.9,"F","1"
18,41.6,"M","4"
17,33.6,"M","1"
32,219.9,"F","4"
31,207,"M","2"
31,204,"M","1"
17,39.2,"M","4"
20,63.8,"M","4"
33,238.3,"M","4"
26,143.5,"F","2"
24,82.9,"M","2"
16,25.9,"M","4"
20,60.7,"F","1"
33,247.8,"F","1"
13,15.7,"M","3"
32,191.5,"F","2"
20,48.1,"M","2"
31,182.8,"F","1"
26,144.4,"F","1"
41,453.9,"M","1"
39,406.9,"F","1"
26,137.8,"F","2"
25,115,"F","4"
30,203.4,"M","3"
32,264.8,"F","2"
38,383.8,"M","4"
34,286,"F","1"
20,53,"F","4"
30,235.8,"F","1"
22,94.2,"F","1"
29,163.9,"F","1"
30,207.6,"M","3"
38,454.5,"M","1"
22,91.4,"F","2"
32,248.4,"M","2"
35,306.1,"M","4"
11,9.1,"F","4"
33,295.4,"F","1"
14,17.3,"F","4"
21,55.6,"M","2"
26,141.7,"M","2"
35,335.9,"F","1"
28,176.9,"F","2"
30,226.5,"M","3"
25,125.7,"M","2"
27,142.6,"M","3"
18,37.8,"F","3"
15,21.7,"M","3"
20,56.9,"M","4"
29,178.1,"F","1"
23,104.2,"F","1"
39,418.4,"M","1"
25,112,"F","3"
36,326.8,"F","3"
24,121.5,"F","1"
33,256.9,"F","2"
38,393.2,"M","2"
20,53.3,"M","3"
25,100.9,"F","4"
36,336.1,"M","3"
32,255.6,"F","4"
25,87.8,"F","1"
27,136.9,"M","1"
14,23.1,"M","2"
20,43.3,"M","4"
8,4.3,"M","4"
25,107.7,"F","4"
37,339.5,"M","4"
19,51.6,"M","4"
23,82.6,"F","2"
32,254.1,"F","3"
35,230.6,"M","3"
30,198.6,"F","2"
27,167.2,"F","4"
29,161.4,"M","2"
22,73.3,"M","4"
28,132.5,"M","4"
12,15.1,"M","2"
21,77.9,"M","2"
36,317,"F","3"
29,201,"M","2"
31,166.6,"F","3"
37,396.2,"F","3"
23,83.2,"F","1"
19,40.9,"F","2"
26,120.9,"M","3"
36,402,"M","1"
33,268.4,"M","2"
34,268.9,"F","2"
27,161.2,"F","2"
26,138,"F","4"
34,348.9,"M","1"
35,332.2,"F","4"
17,36.9,"F","4"
34,259.5,"F","2"
21,83,"M","3"
33,261.5,"M","3"
17,39.4,"M","1"
17,39.3,"M","3"
23,92.1,"F","4"
28,203.4,"M","1"
34,293.2,"M","3"
28,158.4,"F","1"
21,62.8,"F","3"
23,102.1,"F","2"
30,213.9,"F","4"
38,352.5,"F","4"
44,650.1,"F","4"
21,67,"F","3"
16,30.3,"M","3"
24,88.8,"F","1"
33,304.9,"M","4"
35,287.7,"M","3"
17,36.4,"M","2"
32,208.4,"M","4"
27,147.2,"M","2"
28,175,"M","4"
30,188.5,"M","1"
34,223.7,"F","3"
25,110.1,"M","2"
24,124.9,"M","4"
21,68.9,"M","3"
33,281.5,"M","4"
27,133.7,"M","3"
27,144.4,"M","4"
35,319.2,"M","2"
20,61.5,"F","4"
19,49.2,"M","2"
31,208.4,"M","2"
37,385.6,"F","3"
24,97.4,"F","3"
23,90,"M","1"
31,224.8,"M","1"
35,340.8,"M","2"
19,45.3,"F","4"
30,179,"F","3"
32,209.1,"F","1"
36,321.6,"M","2"
34,251.1,"F","2"
15,27.1,"M","2"
8,3.5,"M","3"
27,113.7,"M","2"
33,234.6,"F","3"
36,338.4,"F","1"
41,395.8,"F","1"
30,198,"M","4"
18,43.1,"F","4"
16,28.8,"F","4"
37,375.9,"M","4"
42,599.1,"F","2"
29,239.1,"F","3"
22,71,"F","3"
27,126.8,"M","2"
41,520.1,"F","2"
33,269.7,"F","4"
29,153.9,"F","4"
36,294.9,"F","4"
31,207.1,"F","3"
23,95,"F","4"
28,140,"F","3"
29,145.3,"M","1"
25,98.5,"F","1"
8,4.9,"F","2"
41,548.2,"M","4"
13,17.7,"M","2"
10,7.8,"F","4"
35,302.3,"F","1"
38,379,"F","4"
22,63.1,"F","1"
15,20.1,"F","4"
25,97.1,"F","1"
40,458.1,"M","4"
37,291,"F","2"
22,87,"M","1"
27,141.6,"M","4"
26,113.1,"F","2"
32,202.7,"F","2"
35,281.9,"M","4"
38,469.6,"M","2"
33,297.4,"M","2"
36,450.3,"M","1"
28,152.6,"F","4"
31,230.2,"F","3"
33,249.8,"F","2"
13,18.6,"M","2"
31,198.1,"F","3"
31,313.8,"F","4"
36,388.7,"M","3"
35,279.7,"M","2"
34,292.8,"M","1"
20,62.2,"M","1"
34,239.9,"F","1"
32,245.3,"M","3"
34,276.8,"M","1"
22,81.1,"F","1"
35,344.8,"M","4"
30,188.3,"F","1"
12,12.6,"F","2"
30,193.2,"M","3"
19,53,"F","2"
39,478.9,"M","1"
30,181.5,"M","3"
24,127,"F","1"
8,4.3,"M","3"
26,125.6,"M","3"
32,168.4,"F","2"
13,16.2,"M","2"
16,26.5,"M","4"
38,464.7,"F","3"
23,90.4,"F","3"
31,198.6,"F","4"
40,475.3,"F","3"
11,12.6,"F","1"
21,65.3,"F","4"
27,139.8,"F","2"
29,170.5,"M","4"
15,22.9,"F","3"
17,36.9,"F","2"
35,303.7,"F","4"
33,224.8,"M","3"
36,340.7,"M","1"
19,54.3,"M","3"
29,189.9,"F","2"
34,314.9,"F","1"
34,271.6,"F","2"
36,379.6,"F","2"
11,11,"M","2"
31,214.3,"M","1"
32,207.6,"M","2"
10,8.6,"F","1"
34,237.3,"M","3"
38,300.1,"M","4"
30,179.4,"M","1"
24,107.6,"F","3"
32,254.7,"F","4"
37,333.1,"F","3"
22,83.7,"F","4"
30,180.3,"F","2"
33,230,"F","2"
27,138.5,"M","3"
26,138.6,"F","2"
37,355.5,"M","3"
28,133.2,"M","3"
31,243.8,"F","3"
23,104.2,"F","1"
9,5.5,"F","2"
34,286.1,"M","2"
28,159.3,"M","3"
34,277.4,"M","4"
36,323.7,"F","1"
32,244.3,"F","2"
32,238.1,"M","2"
36,334.8,"F","2"
35,302.8,"M","3"
38,499.9,"M","2"
12,13.4,"F","1"
27,149.6,"M","2"
38,429,"M","1"
41,543.1,"M","2"
14,21.6,"M","3"
30,181,"F","4"
28,205.7,"F","4"
32,264.8,"F","4"
32,241.1,"M","1"
39,427.5,"M","1"
37,326.8,"M","1"
10,7.3,"M","4"
24,103,"F","4"
27,146.1,"M","2"
29,200.3,"F","3"
21,80.3,"F","4"
31,250.8,"M","4"
27,149.4,"M","2"
29,164.3,"F","1"
37,297.3,"M","1"
37,395.1,"F","1"
30,158,"M","2"
14,28.3,"M","4"
26,118.6,"F","1"
27,150.1,"M","2"
28,160,"F","2"
28,149.3,"M","4"
32,277.2,"M","4"
17,32.9,"M","3"
21,55.4,"F","3"
15,23.6,"M","2"
16,27.5,"M","3"
25,137.3,"M","2"
24,101.4,"F","3"
25,110.9,"F","4"
32,228.5,"M","2"
20,73,"M","1"
29,157.8,"M","3"
14,21,"M","4"
26,102.9,"M","4"
34,293.7,"M","4"
8,4.1,"M","1"
34,238.6,"F","4"
39,385.7,"F","4"
26,113.1,"F","1"
40,469.5,"M","2"
26,122.6,"M","3"
38,445.6,"F","3"
34,246.9,"M","1"
29,156,"F","2"
38,393.7,"M","2"
24,110.6,"F","2"
29,175.8,"F","3"
36,295.8,"F","3"
25,113.2,"F","1"
38,359.2,"F","2"
12,13.4,"F","1"
35,386.9,"M","3"
38,314.9,"M","1"
35,308.1,"M","3"
39,330,"M","3"
21,68.3,"M","4"
27,134.1,"F","1"
32,223.1,"F","3"
17,29.1,"M","1"
35,286.8,"M","2"
28,128.9,"F","4"
37,339.6,"M","2"
29,158,"F","4"
14,23.6,"F","1"
30,196.8,"F","4"
38,342.6,"M","4"
28,131.1,"M","1"
29,178.5,"F","3"
23,81.3,"F","1"
21,79.3,"M","2"
32,204.3,"F","4"
30,167.6,"M","1"
28,175.6,"M","1"
21,76.8,"M","1"
37,304.5,"M","4"
36,318.4,"M","1"
17,45.9,"M","2"
9,5.5,"F","2"
40,506.3,"M","2"
32,250.1,"F","2"
25,125.3,"M","2"
15,29.4,"M","4"
29,144.3,"F","1"
17,37.9,"F","3"
23,92.6,"F","2"
10,8.8,"F","1"
21,62.8,"F","2"
20,54.3,"M","1"
32,204.6,"M","2"
33,231.8,"F","1"
32,213.7,"F","1"
25,110.9,"F","2"
20,69.9,"F","1"
28,138.5,"F","2"
30,160.5,"M","1"
35,360.7,"M","1"
26,91.3,"M","4"
34,269.9,"F","4"
26,128.6,"F","1"
37,317.1,"F","4"
21,67,"F","2"
23,74.5,"F","4"
35,294.1,"F","3"
21,75.5,"M","1"
38,361.9,"F","1"
28,188.2,"F","3"
19,59.5,"F","3"
35,302.7,"F","3"
33,218.2,"F","3"
40,445.4,"F","4"
32,223.4,"F","4"
33,253.2,"M","1"
36,353.1,"F","3"
17,32.9,"M","1"
27,138.6,"F","3"
33,240.2,"F","2"
35,276.6,"M","2"
30,155.6,"F","4"
34,305.1,"F","2"
19,55.6,"M","3"
31,200.5,"F","3"
31,203,"F","3"
30,186.1,"F","4"
34,317.1,"M","2"
35,322.6,"M","4"
22,101.1,"F","2"
29,179.6,"F","3"
23,96.6,"M","1"
30,198,"M","4"
27,132.9,"M","3"
19,52.1,"F","1"
20,63.6,"M","3"
29,190.8,"F","3"
27,132.4,"M","3"
25,115.2,"F","4"
31,184.5,"F","3"
23,102,"M","3"
34,272,"M","2"
37,343.2,"M","4"
28,150.8,"M","3"
38,368.9,"M","1"
28,170.6,"F","4"
33,251.7,"M","3"
25,102.4,"M","3"
21,66.5,"M","1"
28,168.8,"M","1"
20,52.9,"M","2"
35,246.8,"F","1"
33,210.6,"M","3"
36,305,"F","4"
34,242.1,"F","4"
25,106,"M","2"
29,218.3,"M","1"
23,85.4,"F","3"
23,78.3,"F","2"
33,247.8,"F","2"
28,179.1,"M","3"
20,51.7,"M","2"
28,138.5,"M","2"
26,104.3,"F","3"
18,37.3,"F","2"
27,156.2,"M","1"
32,254.5,"F","1"
33,236.6,"F","2"
39,470.7,"M","4"
35,268.5,"M","4"
39,357.2,"F","3"
14,18.6,"F","1"
27,123,"M","3"
9,5.5,"F","4"
16,31.4,"F","1"
23,92.6,"M","4"
22,63.2,"M","2"
28,136.8,"M","2"
34,277,"F","3"
17,36,"M","1"
26,120.3,"F","4"
29,143.4,"M","2"
32,231,"F","4"
23,106.1,"F","4"
29,197.5,"M","2"
22,76.9,"M","1"
33,249.2,"F","1"
33,284,"F","3"
35,298.4,"M","1"
36,428.8,"F","4"
27,138.1,"F","4"
30,187.6,"M","4"
12,14.5,"M","3"
22,81,"F","3"
40,400,"M","2"
32,203.7,"F","2"
37,309.7,"F","2"
30,185.2,"M","3"
30,209.9,"M","4"
13,20,"M","3"
17,34.3,"M","4"
35,337.6,"M","4"
27,152.7,"F","2"
29,153.6,"M","3"
10,8.1,"M","3"
20,55.2,"M","1"
23,83,"M","2"
37,300.3,"F","3"
17,37.4,"M","1"
26,133.5,"F","1"
26,109.3,"M","3"
34,325.2,"M","4"
34,322.8,"M","3"
24,97.3,"F","1"
35,355.4,"F","1"
43,546.8,"M","3"
27,137,"F","4"
35,383.7,"M","3"
26,120.7,"M","3"
32,201.5,"F","1"
26,148,"F","2"
13,14.4,"F","1"
12,14,"F","1"
40,574.9,"M","4"
29,167.8,"M","4"
8,4.1,"F","4"
30,215.2,"M","1"
10,7.8,"M","3"
22,77.1,"M","1"
28,134.6,"F","2"
28,115.1,"F","2"
39,369.8,"M","2"
13,15.9,"M","1"
10,6.9,"F","4"
38,296,"F","3"
20,69.3,"M","2"
20,60.9,"M","2"
10,7.7,"M","3"
33,253.3,"M","4"
29,187.4,"F","4"
28,172.1,"M","3"
35,266.8,"M","3"
31,216.8,"M","1"
19,47.9,"F","4"
25,101.6,"M","4"
12,13.8,"F","1"
24,110.1,"F","4"
32,251.5,"M","2"
25,122.5,"F","4"
33,230.4,"M","3"
38,365.5,"F","1"
28,163.2,"F","4"
16,33.9,"M","4"
22,71.2,"F","2"
38,374,"F","2"
15,27.4,"M","4"
16,31.2,"F","3"
29,164.5,"F","3"
36,271.9,"M","2"
23,87.1,"M","2"
33,246.3,"M","1"
28,178.1,"M","3"
38,367.4,"F","3"
33,229.3,"F","4"
16,33.8,"M","1"
26,136.2,"F","1"
19,50.1,"M","4"
26,134.5,"M","3"
34,253.1,"M","3"
25,128.2,"M","1"
34,320.2,"F","4"
26,125.3,"M","3"
33,222.4,"F","2"
37,441.7,"F","4"
27,168.7,"M","1"
30,184.2,"F","3"
23,93.2,"F","1"
37,303,"M","3"
36,355.5,"M","1"
32,216.7,"F","3"
34,267.2,"M","4"
37,347.6,"F","3"
28,175.2,"M","3"
43,625.1,"M","3"
35,259.1,"F","1"
32,210.5,"F","3"
35,317.5,"M","2"
28,158.2,"F","4"
40,450.2,"M","2"
41,484.6,"F","3"
27,135.5,"F","3"
36,302.7,"M","3"
26,139.1,"M","3"
25,148.2,"M","3"
17,39.1,"M","4"
31,204.6,"M","2"
34,232.8,"F","4"
28,138.6,"M","1"
34,320.2,"M","2"
31,218.9,"M","2"
12,14.4,"F","2"
25,125.1,"F","3"
29,164.2,"M","4"
22,71.1,"F","2"
22,75.9,"F","4"
27,144.5,"F","4"
24,94.2,"F","2"
42,515,"F","3"
38,476.6,"M","3"
25,113.7,"F","4"
32,200.7,"M","1"
15,20.2,"F","4"
24,109.2,"F","4"
25,93.3,"F","2"
39,380.4,"M","4"
37,362.6,"F","1"
34,245.2,"F","3"
35,332.6,"F","3"
34,279.4,"M","1"
32,239.7,"F","4"
34,284.4,"M","4"
18,38.7,"M","4"
31,233.4,"M","1"
22,70.5,"M","2"
35,275.4,"F","4"
38,326,"M","4"
36,351.6,"M","1"
34,225.4,"M","2"
9,5.9,"F","3"
39,388.8,"M","3"
36,397.1,"M","2"
37,383.2,"M","1"
19,42.6,"F","2"
40,404.6,"M","4"
30,193.2,"M","4"
18,40.6,"M","2"
26,123.3,"F","1"
31,206.5,"F","4"
21,72.4,"F","2"
35,320.7,"M","2"
33,290.5,"M","3"
24,96.6,"F","3"
29,150.9,"M","2"
31,253.5,"F","2"
23,75.1,"F","1"
14,22.7,"M","1"
27,143.1,"F","2"
29,158.1,"M","3"
28,190.1,"F","1"
16,35.4,"M","1"
43,623.6,"M","4"
36,336.6,"M","2"
36,332.7,"M","2"
27,157.4,"M","1"
13,13.7,"F","2"
15,26.7,"M","1"
36,386.1,"M","3"
23,123.8,"M","4"
30,229.4,"F","2"
26,132.8,"F","2"
22,80.8,"F","4"
29,191.2,"M","1"
33,199.3,"M","2"
30,205.2,"M","2"
20,51.7,"F","1"
38,397.7,"M","1"
28,162,"F","4"
39,348,"M","2"
15,29.1,"F","3"
34,286.6,"F","1"
33,277.2,"F","4"
35,318.1,"M","3"
42,446.3,"M","4"
40,410.5,"F","3"
36,256.5,"M","1"
24,88.7,"M","3"
26,158.6,"F","3"
27,121.4,"F","4"
23,87.2,"F","1"
14,18.7,"F","4"
10,7,"F","2"
35,343.9,"F","2"
32,292.2,"M","3"
16,31.7,"M","4"
28,139.5,"F","1"
25,107.3,"M","2"
34,264.3,"M","2"
20,53.3,"F","1"
25,99.1,"M","3"
31,196.4,"F","1"
27,141.9,"M","4"
33,262.9,"M","1"
26,119.9,"F","4"
23,98.1,"M","1"
35,317.2,"F","1"
26,126.1,"M","1"
30,151.2,"F","1"
23,105.5,"F","4"
18,46.8,"M","3"
19,48.2,"M","4"
21,87.4,"F","3"
40,485.4,"M","3"
33,201.8,"M","4"
37,375.6,"M","4"
40,483,"F","2"
27,103.1,"M","1"
24,99.6,"F","4"
35,360,"M","1"
26,154.2,"F","1"
32,244.9,"M","4"
31,185,"F","2"
34,253.6,"F","4"
40,365.2,"F","1"
30,239.6,"F","3"
17,34.4,"M","3"
28,139.3,"F","4"
35,318.4,"M","1"
28,167.9,"M","2"
29,165,"M","1"
12,12,"F","3"
29,187.7,"F","2"
39,385,"F","3"
16,30.2,"M","1"
22,82.7,"M","4"
30,217.7,"F","3"
34,290.8,"M","2"
28,210.2,"M","4"
25,115.6,"F","3"
39,343.2,"M","4"
32,268.8,"M","1"
36,332,"F","3"
20,64.6,"M","1"
33,288.9,"F","4"
41,461.8,"F","2"
15,21.7,"F","2"
40,488.7,"M","2"
27,130.7,"M","3"
19,46.1,"F","3"
37,327.5,"F","1"
34,295.6,"F","1"
32,256.1,"F","1"
35,314.3,"F","1"
38,369.6,"F","3"
40,471.5,"F","1"
15,22.6,"F","1"
34,290.4,"F","3"
24,82.2,"M","4"
34,300.7,"M","4"
26,122,"F","2"
37,497.1,"F","2"
29,159.3,"M","2"
28,161.4,"F","3"
21,65.7,"F","3"
17,31,"M","1"
